z(m),p_tot(bar),T(K),p_H2O(bar),p_CO2(bar),p_CO(bar),p_H2(bar),p_CH4(bar),p_O2(bar)
148671.45686921666,9.958276712265606,1318.3735715881971,4.564626718796102,5.353764569872206,NaN,NaN,NaN,NaN
149460.19538820835,9.745084281161903,1313.8749296663912,4.466899425107673,5.2391532839159805,NaN,NaN,NaN,NaN
150246.41811146928,9.53645906971756,1309.3883826877427,4.3712661056915065,5.12699695398065,NaN,NaN,NaN,NaN
151030.1537963196,9.332297149745013,1304.9137686193471,4.277679092609973,5.017239735854371,NaN,NaN,NaN,NaN
151811.39608995483,9.132506043851585,1300.4511220567158,4.186095968099552,4.9098319400932136,NaN,NaN,NaN,NaN
152590.15034479153,8.936992179172597,1296.0004120658466,4.096473813977561,4.80472328660075,NaN,NaN,NaN,NaN
153366.4219055022,8.745663986104242,1291.5616077698953,4.008770631692774,4.701864570896653,NaN,NaN,NaN,NaN
154140.2161090216,8.558431855416693,1287.13467835184,3.9229453226603552,4.60120764106659,NaN,NaN,NaN,NaN
154911.53828455388,8.375208096285338,1282.719593056987,3.83895766895601,4.5027053752669,NaN,NaN,NaN,NaN
155680.39375358153,8.195906895220372,1278.3163211954688,3.7567683144251482,4.40631165970904,NaN,NaN,NaN,NaN
156446.77644825057,8.020446862278538,1273.924896166688,3.676339931730084,4.311982757625356,NaN,NaN,NaN,NaN
157210.71447364052,7.848740590750553,1269.5451592022025,3.597632436783512,4.219671696339239,NaN,NaN,NaN,NaN
157972.20171066045,7.680710304387506,1265.1771440146942,3.520610160806741,4.129336679760384,NaN,NaN,NaN,NaN
158731.24345000598,7.516277305615877,1260.8208201971727,3.4452370138285695,4.04093541536481,NaN,NaN,NaN,NaN
159487.85621078333,7.355362209734827,1256.4760940796032,3.371476591858689,3.9544252402794156,NaN,NaN,NaN,NaN
160242.0227607546,7.1978944473447495,1252.1430622579414,3.2992965324799433,3.8697682300580056,NaN,NaN,NaN,NaN
160993.7596392687,7.043797844047206,1247.8216310510893,3.2286619050476815,3.786923445939627,NaN,NaN,NaN,NaN
161743.0609786956,6.89300245098669,1243.5118332017328,3.1595406332877376,3.7058532954063392,NaN,NaN,NaN,NaN
162489.95432225458,6.745433148326159,1239.213512872782,3.0918982715315195,3.6265174050705014,NaN,NaN,NaN,NaN
163234.43375181087,6.601023092922918,1234.926703146443,3.0257041686034856,3.5488798506004158,NaN,NaN,NaN,NaN
163976.5045047048,6.459704649821368,1230.6513741924498,2.960927311139233,3.4729042812173527,NaN,NaN,NaN,NaN
164716.17181072145,6.321411632033352,1226.3874962705436,2.8975373501385557,3.398555123951176,NaN,NaN,NaN,NaN
165453.44089210947,6.18607926953931,1222.1350397321276,2.8355045867365414,3.3257975669944058,NaN,NaN,NaN,NaN
166188.31696360116,6.053644178952911,1217.8939750220768,2.774799958265614,3.254597543426072,NaN,NaN,NaN,NaN
166920.79435474417,5.924046244198839,1213.6643343436558,2.7153959002673065,3.1849227423448014,NaN,NaN,NaN,NaN
167650.91089764962,5.79721903564484,1209.445903343233,2.6572619548968053,3.1167374579703973,NaN,NaN,NaN,NaN
